config,dte,percentile,spread_width,flow_mode,days_processed,days_with_spreads,total_spreads,filtered_by_loss_limit,avg_credit,avg_max_loss,avg_roi,median_roi,min_roi,max_roi,total_profit_potential,win_rate,sharpe_estimate,consistency_pct,avg_spreads_per_day,roi_score,sharpe_score,consistency_score,volume_score,composite_score
DTE5_p97_w50_neutral,5,97,50,neutral,15,12,657,0,20.890776255707763,29.10922374429224,196.06115914857466,57.38117721120555,15.207373271889402,13057.894736841772,6862.62,97.0,0.2658779297703594,80.0,54.75,4.625086435599591e-13,0.010892807246818436,0.8,0.0017847198593284352,0.16308014578373223
DTE5_p96_w100_neutral,5,96,100,neutral,15,12,743,0,34.470026917900405,65.5299730820996,204.5607608964784,39.29516645772392,15.035085701138847,26215.789473684526,12805.615,96.0,0.16993472722849787,80.0,61.916666666666664,4.825592200856432e-13,0.006962090572314425,0.8,0.002018336157505369,0.1621441898747486
DTE5_p97_w100_neutral,5,97,100,neutral,15,12,668,0,34.14251497005988,65.85748502994011,217.0133762761749,37.36276436223461,15.035085701138847,26215.789473684526,11403.6,97.0,0.171123932251113,80.0,55.666666666666664,5.119349632111484e-13,0.007010811355944278,0.8,0.001814601013746415,0.16211562304191457
DTE5_p98_w100_neutral,5,98,100,neutral,15,12,459,0,35.39124183006536,64.60875816993465,243.49206547491963,36.593361562628054,15.035085701138847,26215.789473684526,8122.29,98.0,0.16715771714217967,80.0,38.25,5.743982408829728e-13,0.006848318678502624,0.8,0.001246859079804797,0.1619614514857877
DTE7_p97_w50_neutral,7,97,50,neutral,13,10,183,0,17.26792349726776,32.732076502732234,95.02083080380592,41.3627367825841,15.048320294523698,1262.3978201634845,1580.0149999999999,97.0,0.5633546234875095,76.92307692307693,18.3,2.2415431876389658e-13,0.023080190712157132,0.7692307692307694,0.0004971137507718472,0.15971562427442598
DTE7_p96_w50_neutral,7,96,50,neutral,13,10,209,0,16.928995215311005,33.071004784688995,91.3215828302915,40.17381553125876,15.048320294523698,1262.3978201634845,1769.08,96.0,0.5252701349071177,76.92307692307693,20.9,2.15427785829724e-13,0.021519899515523504,0.7692307692307694,0.0005677419339416178,0.15933967711189848
DTE7_p95_w50_neutral,7,95,50,neutral,13,10,281,0,16.464483985765124,33.53551601423487,83.69429320956543,39.431121026213056,15.048320294523698,1497.444089456864,2313.2599999999998,95.0,0.48805748009298433,76.92307692307693,28.1,1.974349952543725e-13,0.019995326654651417,0.7692307692307694,0.0007633276719502135,0.1589976510442759
DTE2_p96_w10_neutral,2,96,10,neutral,17,13,2013,0,5.286661698956781,4.713338301043219,655.2593644084382,103.2520325203252,15.074798619102413,99900.00000001989,5321.025,96.0,0.15763092800372064,76.47058823529412,154.84615384615384,1.5457580743101045e-12,0.0064580137071349455,0.7647058823529411,0.005468251258490319,0.15564933014961105
DTE7_p98_w50_neutral,7,98,50,neutral,13,9,126,0,14.13579365079365,35.86420634920634,47.608043856006454,33.22735729532489,15.048320294523698,438.21313240043065,890.555,98.0,0.9282379986313587,69.23076923076923,14.0,1.1230746508898557e-13,0.038029172285931924,0.6923076923076923,0.00034227504151504234,0.14803728654136378
DTE0_p95_w100_neutral,0,95,100,neutral,20,11,213,0,18.255774647887325,81.74422535211266,22.662734278644255,21.256214380987025,15.035085701138847,50.738619234247814,1944.2400000000002,95.0,3.4200488204052863,55.00000000000001,19.363636363636363,5.346143283092869e-14,0.14011667913752762,0.55,0.0005786078082754288,0.14514489134605574
DTE3_p96_w100_neutral,3,96,100,neutral,17,12,2654,0,29.91771665410701,70.08228334589299,85.68429579540174,31.39741203814729,15.008625646923518,16566.66666666722,39700.810000000005,96.0,0.1879606564377578,70.58823529411765,221.16666666666666,2.021294151009801e-13,0.007700598550358538,0.7058823529411765,0.007209507620483511,0.1445435217499924
DTE2_p96_w20_neutral,2,96,20,neutral,17,12,3131,0,10.747547109549664,9.252452890450336,670.7917774439443,114.36227224008574,15.008625646923516,199900.00000003978,16825.285,96.0,0.1291717509088016,70.58823529411765,260.9166666666667,1.5823990659040646e-12,0.0052920638640405115,0.7058823529411765,0.008505263134790457,0.1442005391817574
DTE3_p97_w100_neutral,3,97,100,neutral,17,12,2204,0,29.409768602540833,70.59023139745916,84.91567735388132,30.52274414397268,15.008625646923518,16566.66666666722,32409.565,97.0,0.17371369445945686,70.58823529411765,183.66666666666666,2.003162427503393e-13,0.007116911853172271,0.7058823529411765,0.005987096757929788,0.14415311790318447
DTE3_p98_w50_neutral,3,98,50,neutral,17,12,2221,0,17.612435839711843,32.38756416028816,189.55543068856386,41.884222474460834,15.021854152288933,41566.66666666755,19558.61,98.0,0.14600575483874684,70.58823529411765,185.08333333333334,4.4716161787432174e-13,0.005981739611702061,0.7058823529411765,0.006033276723848484,0.14387856083608702
DTE3_p98_w100_neutral,3,98,100,neutral,17,12,1606,0,29.04046077210461,70.95953922789539,118.52949216072936,29.676462145622054,15.008625646923518,16566.66666666722,23319.49,98.0,0.16640354421889658,70.58823529411765,133.83333333333334,2.796112951651306e-13,0.006817420813865316,0.7058823529411765,0.0043626485450250635,0.1437533555008045
DTE2_p97_w10_neutral,2,97,10,neutral,17,12,1615,0,5.270557275541795,4.729442724458205,696.5841076742339,103.2520325203252,15.074798619102413,99900.00000001989,4255.974999999999,97.0,0.15283143670757665,70.58823529411765,134.58333333333334,1.6432432214770808e-12,0.006261382367268437,0.7058823529411765,0.004387096762276138,0.14361923553308278
DTE5_p100_w50_neutral,5,100,50,neutral,15,10,214,0,18.57228971962617,31.427710280373834,222.6380648056465,45.01171070500168,15.101289134438304,7042.857142857113,1987.2350000000001,99.5,0.29542918707483073,66.66666666666666,21.4,5.252036140418914e-13,0.012103498747225279,0.6666666666666665,0.0005813242768588814,0.13647547287569523
DTE5_p98_w50_neutral,5,98,50,neutral,15,10,562,0,20.674003558718862,29.325996441281138,206.60509438401283,57.554941917905616,15.207373271889402,13057.894736841772,5809.395,98.0,0.26101052614299836,66.66666666666666,56.2,4.873818066316466e-13,0.010693393592773883,0.6666666666666665,0.001526655343900427,0.13631201280047744
DTE1_p100_w30_neutral,1,100,30,neutral,20,12,25691,0,13.36829006266786,16.63170993733214,417.19518005294447,62.77807921866522,15.030674846625763,149900.00000002986,171722.37,99.5,0.11530103669136693,60.0,2140.9166666666665,9.841642152070436e-13,0.004723791738269418,0.6,0.06978879437748375,0.13513870681040857
DTE2_p96_w30_neutral,2,96,30,neutral,17,11,2865,0,14.780750436300176,15.219249563699824,319.39698195022754,92.92604501607721,15.030674846625763,49899.99999999811,21173.425000000003,96.0,0.210893024583292,64.70588235294117,260.45454545454544,7.534580817560082e-13,0.00864011942799639,0.6470588235294117,0.007782682491592034,0.13312833106146355
DTE3_p99_w50_neutral,3,99,50,neutral,17,11,1337,0,15.485706806282723,34.51429319371728,72.0000951619954,36.91128148959475,15.021854152288938,8990.909090909021,10352.195,99.0,0.20689849774524433,64.70588235294117,121.54545454545455,1.6984836004324197e-13,0.008476466841538093,0.6470588235294117,0.0036319184960762825,0.13225726511554156
DTE2_p97_w20_neutral,2,97,20,neutral,17,11,2386,0,10.926051969823972,9.073948030176028,692.646725018205,121.36144023363613,15.008625646923516,199900.00000003978,13034.779999999999,97.0,0.12649962651105795,64.70588235294117,216.9090909090909,1.6339549283785153e-12,0.005182589053441218,0.6470588235294117,0.006481494040118183,0.13200371077783818
DTE0_p96_w100_neutral,0,96,100,neutral,20,10,109,0,18.198256880733943,81.80174311926604,22.64588965027509,20.46741356463077,15.035085701138847,50.217815832957804,991.805,96.0,3.084633113292372,50.0,10.9,5.342169632089209e-14,0.12637496447812757,0.5,0.00029609507559634615,0.13165296013466987
DTE3_p99_w100_neutral,3,99,100,neutral,17,11,683,0,27.696852122986822,72.30314787701319,135.79512894541705,27.291242362525452,15.008625646923518,11948.192771084156,9458.475,99.0,0.17287610381347376,64.70588235294117,62.09090909090909,3.203409648465866e-13,0.007082596430804148,0.6470588235294117,0.0018553480424982056,0.13155348342219514
DTE2_p95_w25_neutral,2,95,25,neutral,17,11,1367,0,12.984915874177029,12.015084125822971,485.9087694952937,111.14864864864865,15.04832029452364,124899.99999998047,8875.189999999999,95.0,0.1306910752756629,64.70588235294117,124.27272727272727,1.1462597020700668e-12,0.005354309374556969,0.6470588235294117,0.003713412553579864,0.13149302456063874
DTE2_p96_w25_neutral,2,96,25,neutral,17,11,1387,0,11.22776496034607,13.77223503965393,411.1201899242697,74.09470752089135,15.04832029452364,124899.99999998047,7786.455,96.0,0.10976171565080785,64.70588235294117,126.0909090909091,9.698333020559881e-13,0.004496850162392207,0.6470588235294117,0.0037677419252489185,0.13128952563186963
DTE2_p97_w25_neutral,2,97,25,neutral,17,11,1371,0,11.54395331874544,13.45604668125456,404.25058346179156,79.59770114942528,15.048320294523702,124899.99999998047,7913.379999999999,97.0,0.10835507108182553,64.70588235294117,124.63636363636364,9.536278874774495e-13,0.004439221053545367,0.6470588235294117,0.003724278427913675,0.1312664256551852
DTE2_p98_w25_neutral,2,98,25,neutral,17,11,1097,0,10.902816773017319,14.097183226982681,424.3048170617044,66.22340425531884,15.048320294523702,124899.99999998047,5980.195,98.0,0.10198431951336812,64.70588235294117,99.72727272727273,1.0009358622961717e-12,0.004178216430436897,0.6470588235294117,0.0029799660360476307,0.13105231202105141
DTE2_p99_w25_neutral,2,99,25,neutral,17,11,1110,0,10.537288288288288,14.462711711711712,372.9041211563609,58.079686155597976,15.048320294523702,124899.99999998047,5848.195,99.0,0.09448203263885682,64.70588235294117,100.9090909090909,8.79681523882294e-13,0.0038708537061033265,0.6470588235294117,0.003015280127632516,0.13098253415824257
DTE7_p100_w25_neutral,7,100,25,neutral,13,1,2,0,6.729999999999999,18.270000000000003,36.87575068145693,36.87575068145693,34.553283100107635,39.19821826280622,6.729999999999999,99.5,11.227322860219944,7.6923076923076925,2.0,8.698996528430896e-14,0.45997448498189725,0.07692307692307693,5.432937166905434e-06,0.13037932321755355
DTE3_p100_w50_neutral,3,100,50,neutral,17,10,676,0,15.149393491124263,34.85060650887574,53.504735265335164,33.35117276479321,15.021854152288938,409.16496945010215,5120.495000000001,99.5,1.0325831345287129,58.82352941176471,67.6,1.2621777122541704e-13,0.04230410948532509,0.5882352941176471,0.0018363327624140366,0.1285903527473877
DTE0_p95_w30_neutral,0,95,30,neutral,20,9,38,0,5.827894736842104,24.172105263157896,24.46805744081108,24.04425826645435,15.91962905718701,41.24293785310733,110.72999999999999,95.0,3.5553425503677425,45.0,4.222222222222222,5.772019356940014e-14,0.14565955561267172,0.45,0.00010322580617120324,0.12643553406442237
DTE5_p99_w50_neutral,5,99,50,neutral,15,9,346,0,19.92164739884393,30.07835260115607,225.88950085176597,52.625166846422125,15.101289134438304,7042.857142857113,3446.4449999999997,99.0,0.3122878065765706,60.0,38.44444444444444,5.328737577962343e-13,0.012794182975278793,0.6,0.0009398981298746401,0.12338652536998113
DTE1_p100_w20_neutral,1,100,20,neutral,20,11,22061,0,9.29126875481619,10.70873124518381,491.5577466413128,72.41379310344827,15.008625646923512,199900.0000001819,102487.34,99.5,0.10592601707508947,55.00000000000001,2005.5454545454545,1.159585649792974e-12,0.00433970464347575,0.55,0.05992801341955039,0.12307052884518489
DTE5_p99_w100_neutral,5,99,100,neutral,15,9,484,0,35.399276859504134,64.60072314049587,139.57571997866657,36.397843010854714,15.035085701138847,10652.688172042932,8566.625,99.0,0.24161028672919466,60.0,53.77777777777778,3.292593862118206e-13,0.009898581219068345,0.6,0.001314770794391115,0.12273759946376055
DTE2_p97_w30_neutral,2,97,30,neutral,17,10,2213,0,15.140366018978764,14.85963398102124,348.8984050452458,99.20318725099602,15.030674846625763,49899.99999999811,16752.815000000002,97.0,0.21578297741580543,58.82352941176471,221.3,8.230519943801065e-13,0.008840456905035602,0.5882352941176471,0.006011544975180863,0.12105948204511258
DTE0_p97_w100_neutral,0,97,100,neutral,20,9,99,0,18.131010101010098,81.8689898989899,22.557983980112226,20.26458208057727,15.035085701138847,50.217815832957804,897.4849999999999,97.0,3.018510191288989,45.0,11.0,5.321432667947604e-14,0.12366596097188937,0.45,0.00026893038976181897,0.12097027632094334
DTE0_p98_w100_neutral,0,98,100,neutral,20,9,85,0,18.432000000000002,81.568,23.073295095201235,20.17786323759164,15.035085701138847,50.217815832957804,783.3600000000001,98.0,2.8656569716661937,45.0,9.444444444444445,5.44299465701581e-14,0.11740368617591518,0.45,0.00023089982959348095,0.11939710150991656
DTE2_p100_w25_neutral,2,100,25,neutral,17,10,932,0,10.286727467811158,14.713272532188842,409.9414807224892,48.01678540142608,15.101289134438304,124899.99999998047,4793.615,99.5,0.09524314117952343,58.82352941176471,93.2,9.670527248298073e-13,0.0039020357174667716,0.5882352941176471,0.002531748719777932,0.11912891749719016
DTE0_p97_w30_neutral,0,97,30,neutral,20,4,12,0,5.507499999999999,24.492500000000003,22.56859465335467,24.018719187577418,17.50881316098705,26.47554806070826,33.044999999999995,97.0,6.860731825403536,20.0,3.0,5.32393572776319e-14,0.2810787244010084,0.2,3.25976230014326e-05,0.11027620062487103
DTE5_p100_w100_neutral,5,100,100,neutral,15,8,342,0,31.522309941520465,68.47769005847952,96.99807139346449,31.337454806391968,15.021854152288938,5163.157894736826,5390.315,99.5,0.28651356538826567,53.333333333333336,42.75,2.288186330374936e-13,0.011738232820109074,0.5333333333333333,0.0009290322555408293,0.10978703132288219
DTE3_p96_w25_neutral,3,96,25,neutral,17,9,582,0,10.130721649484537,14.869278350515463,233.06082828105804,49.88014979388784,15.04832029452364,8520.689655172546,2948.04,96.0,0.3176747744940628,52.94117647058824,64.66666666666667,5.497909327035434e-13,0.01301488276491804,0.5294117647058824,0.0015809847155694814,0.10945227057571232
DTE3_p97_w25_neutral,3,97,25,neutral,17,9,488,0,10.372622950819672,14.627377049180328,223.35973804615543,57.33265211958468,15.101289134438304,8520.689655172546,2530.92,97.0,0.3018024889707471,52.94117647058824,54.22222222222222,5.269060425749613e-13,0.012364607855220668,0.5294117647058824,0.001325636668724926,0.10923863223891105
DTE2_p99_w20_neutral,2,99,20,neutral,17,9,730,0,9.458164383561643,10.541835616438357,246.4381493175793,83.3180568285976,15.074798619102417,22122.222222222255,3452.2299999999996,99.0,0.22772126120726263,52.94117647058824,81.11111111111111,5.81348058214461e-13,0.009329558893720702,0.5294117647058824,0.0019830220659204836,0.10861134707799422
DTE0_p95_w50_neutral,0,95,50,neutral,20,10,141,0,12.08191489361702,37.918085106382975,40.78812843363891,22.97097884899163,15.287064791330415,278.78787878787887,851.7749999999999,95.0,0.820595857003739,50.0,14.1,9.62192717676222e-14,0.0336191593849096,0.5,0.0003830220702668331,0.10848139426031445
DTE3_p100_w100_neutral,3,100,100,neutral,17,9,361,0,25.452548476454297,74.5474515235457,116.85106812867012,25.849484017115525,15.074798619102417,5334.782608695642,4594.185,99.5,0.19061448054671842,52.94117647058824,40.111111111111114,2.756518897134986e-13,0.007809323612686334,0.5294117647058824,0.0009806451586264308,0.10803081287616983
DTE2_p98_w20_neutral,2,98,20,neutral,17,9,1309,0,10.08979373567609,9.910206264323913,433.57083871266354,94.17475728155338,15.008625646923516,99899.99999998437,6603.77,98.0,0.13463291227026963,52.94117647058824,145.44444444444446,1.0227944248161182e-12,0.0055158033000502005,0.5294117647058824,0.0035558573757396065,0.10797247524169493
DTE2_p98_w10_neutral,2,98,10,neutral,17,9,857,0,5.073127187864643,4.926872812135356,604.6357542802721,93.42359767891689,15.074798619102413,99899.99999998437,2173.8349999999996,98.0,0.14624990680319064,52.94117647058824,95.22222222222223,1.4263368827076243e-12,0.005991742323434906,0.5294117647058824,0.0023280135760189785,0.10784589123773822
DTE0_p96_w30_neutral,0,96,30,neutral,20,6,19,0,5.8852631578947365,24.114736842105263,24.650441979283425,24.275062137531073,17.50881316098705,36.54984069185251,55.91,96.0,4.262583697978846,30.0,3.1666666666666665,5.815043903903561e-14,0.17463466274021808,0.3,5.161290308560162e-05,0.10366898826569199
DTE7_p99_w50_neutral,7,99,50,neutral,13,6,42,0,11.764523809523808,38.235476190476184,36.165225852587575,23.685855001075772,15.12779184895234,168.81720430107526,247.05499999999998,99.0,1.0502941823475735,46.15384615384615,7.0,8.53138358752861e-14,0.0430297170233282,0.4615384615384615,0.00011409168050501412,0.10308793989965523
DTE7_p99_w100_neutral,7,99,100,neutral,13,6,75,0,33.52933333333334,66.47066666666666,73.79822813734046,38.12154696132596,15.260488704472111,334.2162396873643,1257.3500000000004,99.0,0.8755147871796048,46.15384615384615,12.5,1.7409015911746376e-13,0.03586914426001328,0.4615384615384615,0.00020373514375895377,0.10131572540150835
DTE3_p98_w25_neutral,3,98,25,neutral,17,8,432,0,9.882916666666667,15.117083333333333,189.04351508936983,51.28627666392018,15.101289134438304,8520.689655172546,2134.71,98.0,0.2825171815616248,47.05882352941176,54.0,4.4595400801202877e-13,0.011574504154305559,0.4705882352941176,0.0011735144280515736,0.09724597598316631
DTE2_p98_w30_neutral,2,98,30,neutral,17,8,1416,0,15.111723163841805,14.888276836158195,355.5195986512003,94.04924030852072,15.030674846625768,49899.99999999811,10699.099999999999,98.0,0.19970722505253963,47.05882352941176,177.0,8.386714025624137e-13,0.008181846120786289,0.4705882352941176,0.0038465195141690472,0.09693241249214744
DTE3_p95_w25_neutral,3,95,25,neutral,17,8,596,0,11.30426174496644,13.69573825503356,319.57467858183225,64.47368421052627,15.04832029452364,31150.000000000666,3368.6699999999996,95.0,0.21536037295557237,47.05882352941176,74.5,7.538772684445169e-13,0.008823143136529354,0.4705882352941176,0.0016190152757378194,0.0966472358983673
DTE0_p100_w50_neutral,0,100,50,neutral,20,1,5,0,7.510000000000001,42.489999999999995,17.70462455943921,16.468669927789424,16.198001394376018,21.124031007751938,18.775000000000002,99.5,8.380283779978884,5.0,5.0,4.1765242668586445e-14,0.3433335590050378,0.05,1.3582342917263585e-05,0.09583610621985751
DTE0_p98_w30_neutral,0,98,30,neutral,20,3,8,0,5.429999999999998,24.570000000000004,22.19594290953488,23.891677283029672,17.50881316098705,26.47554806070826,21.71999999999999,98.0,6.098813174368369,15.0,2.6666666666666665,5.2360271112361736e-14,0.2498635234602975,0.15,2.1731748667621735e-05,0.09247022721482621
DTE3_p99_w25_neutral,3,99,25,neutral,17,7,383,0,8.868120104438642,16.131879895561358,95.39526634465565,46.28437682855471,15.101289134438318,2055.1724137931033,1698.245,99.0,0.45520032982566233,41.17647058823529,54.714285714285715,2.2503761290971876e-13,0.0186491953497672,0.4117647058823529,0.0010404074674623905,0.08722332150748363
DTE2_p100_w10_neutral,2,100,10,neutral,17,7,329,0,5.2231914893617,4.776808510638299,728.1510253567437,94.17475728155338,15.473441108545034,49899.999999996624,859.2149999999997,99.5,0.212308112572377,41.17647058823529,47.0,1.7177096397218218e-12,0.008698094457047143,0.4117647058823529,0.0008937181639559439,0.08470620842412475
DTE2_p99_w30_neutral,2,99,30,neutral,17,7,643,0,15.019797822706064,14.980202177293936,404.7981463021443,87.85222291797119,15.11895625479662,49899.99999999811,4828.865,99.0,0.17734422628661825,41.17647058823529,91.85714285714286,9.549195892487496e-13,0.0072656518536336305,0.4117647058823529,0.0017466892991600971,0.08451869200004523
DTE2_p99_w10_neutral,2,99,10,neutral,17,7,512,0,4.98126953125,5.01873046875,823.6334805862539,81.65319254248455,15.074798619102413,99899.99999998437,1275.205,99.0,0.15499242351904757,41.17647058823529,73.14285714285714,1.942952931375065e-12,0.0063499162776257225,0.4117647058823529,0.001390831914727791,0.08421858662950261
DTE7_p100_w50_neutral,7,100,50,neutral,13,2,10,0,8.736,41.264,21.320305491574015,19.55167364911325,16.849731245618134,30.208333333333336,43.68,99.5,4.67586675828335,15.384615384615385,5.0,5.029464079481105e-14,0.19156654090761788,0.15384615384615385,2.716468583452717e-05,0.07866629893331975
DTE0_p96_w50_neutral,0,96,50,neutral,20,7,68,0,13.294558823529412,36.70544117647058,47.92356764644633,23.304562268803938,15.287064791330415,278.78787878787887,452.015,96.0,0.8325059397079836,35.0,9.714285714285714,1.1305178630467651e-13,0.03410710599748874,0.35,0.00018471986367478476,0.0785637204721467
DTE3_p100_w25_neutral,3,100,25,neutral,17,6,351,0,8.55965811965812,16.44034188034188,92.75001279765942,40.8450704225352,15.154306771073234,2055.1724137931033,1502.2200000000003,99.5,0.4384318199070829,35.294117647058826,58.5,2.187974548120801e-13,0.017962202839643438,0.35294117647058826,0.0009534804727919036,0.07526948209866348
DTE10_p95_w50_neutral,10,95,50,neutral,11,2,4,0,9.914999999999996,40.08500000000001,24.99483760659713,24.58418650297729,17.370892018779326,33.44008540165462,19.82999999999999,95.0,3.783323553012056,18.181818181818183,2.0,5.896286897226955e-14,0.1549997559064148,0.18181818181818182,1.0865874333810868e-05,0.07511574851512746
DTE0_p95_w20_neutral,0,95,20,neutral,20,6,20,0,4.970999999999998,15.029000000000002,36.58342040696741,24.379312038532838,16.618075801749274,84.33179723502295,49.70999999999998,95.0,1.4678722148266432,30.0,3.3333333333333335,8.630035761641182e-14,0.06013755678358528,0.3,5.432937166905434e-05,0.07504525507026033
DTE2_p100_w20_neutral,2,100,20,neutral,17,6,218,0,10.832064220183486,9.167935779816514,450.37194183578293,103.46069462267658,15.406809001731103,22122.222222222255,1180.695,99.5,0.23986242862693774,35.294117647058826,36.333333333333336,1.0624282587153473e-12,0.009826972863237086,0.35294117647058826,0.0005921901511926923,0.07316341654053732
DTE0_p97_w50_neutral,0,97,50,neutral,20,6,48,0,13.115,36.885,50.345617236734654,21.418880158208978,15.287064791330415,278.78787878787887,314.76,97.0,0.758665651527851,30.0,8.0,1.1876540584821043e-13,0.031081928139024096,0.3,0.0001303904920057304,0.06779656013319874
