config,dte,percentile,spread_width,flow_mode,days_processed,days_with_spreads,total_spreads,filtered_by_loss_limit,avg_credit,avg_max_loss,avg_roi,median_roi,min_roi,max_roi,total_profit_potential,win_rate,sharpe_estimate,consistency_pct,avg_spreads_per_day
DTE0_p95_w10_neutral,0,95,10,neutral,20,3,6,0,2.1633333333333336,7.836666666666667,29.30806553459871,20.78914603458784,15.740740740740744,51.057401812688795,6.490000000000001,95.0,1.7411008892928788,15.0,2.0
DTE0_p95_w20_neutral,0,95,20,neutral,20,6,20,0,4.970999999999998,15.029000000000002,36.58342040696741,24.379312038532838,16.618075801749274,84.33179723502295,49.70999999999998,95.0,1.4678722148266432,30.0,3.3333333333333335
DTE0_p95_w25_neutral,0,95,25,neutral,20,1,1,0,9.86,15.14,65.12549537648611,65.12549537648611,65.12549537648611,65.12549537648611,4.93,95.0,0.0,5.0,1.0
DTE0_p95_w30_neutral,0,95,30,neutral,20,9,38,0,5.827894736842104,24.172105263157896,24.46805744081108,24.04425826645435,15.91962905718701,41.24293785310733,110.72999999999999,95.0,3.5553425503677425,45.0,4.222222222222222
DTE0_p95_w50_neutral,0,95,50,neutral,20,10,141,0,12.08191489361702,37.918085106382975,40.78812843363891,22.97097884899163,15.287064791330415,278.78787878787887,851.7749999999999,95.0,0.820595857003739,50.0,14.1
DTE0_p95_w100_neutral,0,95,100,neutral,20,11,213,0,18.255774647887325,81.74422535211266,22.662734278644255,21.256214380987025,15.035085701138847,50.738619234247814,1944.2400000000002,95.0,3.4200488204052863,55.00000000000001,19.363636363636363
DTE0_p96_w10_neutral,0,96,10,neutral,20,3,5,0,1.9200000000000004,8.08,24.958198278980696,17.50881316098708,15.740740740740744,50.37593984962404,4.800000000000001,96.0,1.7130050996172075,15.0,1.6666666666666667
DTE0_p96_w20_neutral,0,96,20,neutral,20,4,13,0,5.068461538461536,14.931538461538464,37.91707302699417,24.766063630692454,16.618075801749274,84.33179723502295,32.944999999999986,96.0,1.4163945883666083,20.0,3.25
DTE0_p96_w25_neutral,0,96,25,neutral,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DTE0_p96_w30_neutral,0,96,30,neutral,20,6,19,0,5.8852631578947365,24.114736842105263,24.650441979283425,24.275062137531073,17.50881316098705,36.54984069185251,55.91,96.0,4.262583697978846,30.0,3.1666666666666665
DTE0_p96_w50_neutral,0,96,50,neutral,20,7,68,0,13.294558823529412,36.70544117647058,47.92356764644633,23.304562268803938,15.287064791330415,278.78787878787887,452.015,96.0,0.8325059397079836,35.0,9.714285714285714
DTE0_p96_w100_neutral,0,96,100,neutral,20,10,109,0,18.198256880733943,81.80174311926604,22.64588965027509,20.46741356463077,15.035085701138847,50.217815832957804,991.805,96.0,3.084633113292372,50.0,10.9
DTE0_p97_w10_neutral,0,97,10,neutral,20,2,2,0,2.3549999999999995,7.6450000000000005,33.05834029518239,33.05834029518239,15.740740740740744,50.37593984962404,2.3549999999999995,97.0,1.349827758980632,10.0,1.0
DTE0_p97_w20_neutral,0,97,20,neutral,20,3,9,0,5.034444444444443,14.965555555555559,37.583220857114874,29.032258064516103,16.618075801749274,84.33179723502295,22.65499999999999,97.0,1.3868527678880223,15.0,3.0
DTE0_p97_w25_neutral,0,97,25,neutral,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DTE0_p97_w30_neutral,0,97,30,neutral,20,4,12,0,5.507499999999999,24.492500000000003,22.56859465335467,24.018719187577418,17.50881316098705,26.47554806070826,33.044999999999995,97.0,6.860731825403536,20.0,3.0
DTE0_p97_w50_neutral,0,97,50,neutral,20,6,48,0,13.115,36.885,50.345617236734654,21.418880158208978,15.287064791330415,278.78787878787887,314.76,97.0,0.758665651527851,30.0,8.0
DTE0_p97_w100_neutral,0,97,100,neutral,20,9,99,0,18.131010101010098,81.8689898989899,22.557983980112226,20.26458208057727,15.035085701138847,50.217815832957804,897.4849999999999,97.0,3.018510191288989,45.0,11.0
DTE0_p98_w10_neutral,0,98,10,neutral,20,2,2,0,2.3549999999999995,7.6450000000000005,33.05834029518239,33.05834029518239,15.740740740740744,50.37593984962404,2.3549999999999995,98.0,1.349827758980632,10.0,1.0
DTE0_p98_w20_neutral,0,98,20,neutral,20,3,9,0,5.034444444444443,14.965555555555559,37.583220857114874,29.032258064516103,16.618075801749274,84.33179723502295,22.65499999999999,98.0,1.3868527678880223,15.0,3.0
DTE0_p98_w25_neutral,0,98,25,neutral,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DTE0_p98_w30_neutral,0,98,30,neutral,20,3,8,0,5.429999999999998,24.570000000000004,22.19594290953488,23.891677283029672,17.50881316098705,26.47554806070826,21.71999999999999,98.0,6.098813174368369,15.0,2.6666666666666665
DTE0_p98_w50_neutral,0,98,50,neutral,20,4,37,0,13.61027027027027,36.38972972972972,55.12134975950586,21.124031007751938,15.287064791330415,278.78787878787887,251.79,98.0,0.7538465345397345,20.0,9.25
DTE0_p98_w100_neutral,0,98,100,neutral,20,9,85,0,18.432000000000002,81.568,23.073295095201235,20.17786323759164,15.035085701138847,50.217815832957804,783.3600000000001,98.0,2.8656569716661937,45.0,9.444444444444445
DTE0_p99_w10_neutral,0,99,10,neutral,20,1,1,0,3.349999999999999,6.65,50.37593984962404,50.37593984962404,50.37593984962404,50.37593984962404,1.6749999999999996,99.0,0.0,5.0,1.0
DTE0_p99_w20_neutral,0,99,20,neutral,20,1,2,0,4.649999999999997,15.350000000000003,30.305602716468567,30.305602716468567,29.032258064516103,31.57894736842103,4.649999999999997,99.0,16.829141392239794,5.0,2.0
DTE0_p99_w25_neutral,0,99,25,neutral,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DTE0_p99_w30_neutral,0,99,30,neutral,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DTE0_p99_w50_neutral,0,99,50,neutral,20,2,18,0,13.939444444444446,36.06055555555555,64.71660165585159,22.443203622687854,16.198001394376018,276.22272385252074,125.45500000000001,99.0,0.6825244459036319,10.0,9.0
DTE0_p99_w100_neutral,0,99,100,neutral,20,3,37,0,18.896216216216217,81.10378378378378,23.764268683987133,20.46741356463077,15.048320294523698,42.36902050113896,349.58000000000004,99.0,3.0002838653187167,15.0,12.333333333333334
DTE0_p100_w10_neutral,0,100,10,neutral,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DTE0_p100_w20_neutral,0,100,20,neutral,20,1,2,0,4.649999999999997,15.350000000000003,30.305602716468567,30.305602716468567,29.032258064516103,31.57894736842103,4.649999999999997,99.5,16.829141392239794,5.0,2.0
DTE0_p100_w25_neutral,0,100,25,neutral,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DTE0_p100_w30_neutral,0,100,30,neutral,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DTE0_p100_w50_neutral,0,100,50,neutral,20,1,5,0,7.510000000000001,42.489999999999995,17.70462455943921,16.468669927789424,16.198001394376018,21.124031007751938,18.775000000000002,99.5,8.380283779978884,5.0,5.0
DTE0_p100_w100_neutral,0,100,100,neutral,20,1,5,0,13.585999999999999,86.41400000000002,15.728483879772057,15.233924867480987,15.048320294523698,17.343346632245947,33.964999999999996,99.5,16.162840071430967,5.0,5.0
DTE1_p95_w10_neutral,1,95,10,neutral,20,17,67698,0,5.713982687819433,4.286017312180566,119190365039143.5,133.64485981308414,15.0747986191024,5.629499534213119e+17,193412.59999999998,95.0,0.015215512744184048,85.0,3982.235294117647
DTE1_p95_w20_neutral,1,95,20,neutral,20,17,128088,0,10.558536552994815,9.441463447005185,35160199452380.492,102.63424518743665,15.008625646923509,5.629499534213119e+17,676210.9149999999,95.0,0.007903193927785632,85.0,7534.588235294118
DTE1_p95_w25_neutral,1,95,25,neutral,20,12,2805,0,13.125315508021389,11.87468449197861,250868963200893.9,105.08613617719438,15.048320294523698,7.036874417766399e+17,18408.254999999997,95.0,0.018881372801284158,60.0,233.75
DTE1_p95_w30_neutral,1,95,30,neutral,20,17,179010,0,15.258374448354843,14.741625551645157,33020359259424.62,92.80205655526991,15.03067484662575,8.444249301319679e+17,1365700.8050000002,95.0,0.006253420775807915,85.0,10530.0
DTE1_p95_w50_neutral,1,95,50,neutral,20,18,259115,0,23.126054956293537,26.87394504370646,32588809221564.363,71.11567419575631,15.021854152288919,7.036874417766399e+17,2996153.8649999998,95.0,0.006805398550759773,90.0,14395.277777777777
DTE1_p95_w100_neutral,1,95,100,neutral,20,18,368125,0,39.778619273344646,60.221380726655354,9557724167134.809,49.947518368571004,15.008625646923504,7.036874417766399e+17,7321752.109999999,95.0,0.0036854430590232525,90.0,20451.38888888889
DTE1_p96_w10_neutral,1,96,10,neutral,20,17,61526,0,5.675198777752495,4.324801222247505,71673351675326.44,130.94688221709012,15.0747986191024,5.629499534213119e+17,174586.14,96.0,0.012057244779764142,85.0,3619.176470588235
DTE1_p96_w20_neutral,1,96,20,neutral,20,17,114745,0,10.463091550830102,9.536908449169898,39248765762739.23,99.8001998001998,15.008625646923509,5.629499534213119e+17,600293.72,96.0,0.008350093834456182,85.0,6749.705882352941
DTE1_p96_w25_neutral,1,96,25,neutral,20,12,2650,0,12.90571320754717,12.094286792452829,265542430859747.3,96.46368455636417,15.048320294523698,7.036874417766399e+17,17100.07,96.0,0.019425717247191967,60.0,220.83333333333334
DTE1_p96_w30_neutral,1,96,30,neutral,20,16,155136,0,15.005964057343236,14.994035942656764,32658761221621.76,88.67924528301886,15.03067484662575,8.444249301319679e+17,1163982.62,96.0,0.0062190826602212,80.0,9696.0
DTE1_p96_w50_neutral,1,96,50,neutral,20,17,219781,0,22.627922886873755,27.37207711312625,28815898444753.207,67.50418760469012,15.021854152288919,7.036874417766399e+17,2486593.7600000002,96.0,0.006399323812694802,85.0,12928.29411764706
DTE1_p96_w100_neutral,1,96,100,neutral,20,18,297391,0,38.93353319367432,61.066466806325685,11831014418729.855,47.666863555818075,15.008625646923504,7.036874417766399e+17,5789241.1850000005,96.0,0.004100379110104997,90.0,16521.722222222223
DTE1_p97_w10_neutral,1,97,10,neutral,20,17,59530,0,5.636340668570468,4.36365933142953,74076509913891.3,128.83295194508008,15.0747986191024,5.629499534213119e+17,167765.68,97.0,0.012257740338724493,85.0,3501.764705882353
DTE1_p97_w20_neutral,1,97,20,neutral,20,17,108064,0,10.358173119632811,9.64182688036719,36465887566791.086,97.43336623889438,15.008625646923509,5.629499534213119e+17,559672.81,97.0,0.008048603952076261,85.0,6356.705882352941
DTE1_p97_w25_neutral,1,97,25,neutral,20,10,2286,0,12.78299212598425,12.21700787401575,307824777680684.44,95.46532668231613,15.048320294523698,7.036874417766399e+17,14610.96,97.0,0.020915193504647052,50.0,228.6
DTE1_p97_w30_neutral,1,97,30,neutral,20,16,148503,0,14.843984296613538,15.156015703386462,34117489753555.816,85.41409147095183,15.03067484662575,8.444249301319679e+17,1102188.1,97.0,0.006356460067047899,80.0,9281.4375
DTE1_p97_w50_neutral,1,97,50,neutral,20,17,205783,0,22.2839394410617,27.7160605589383,23936924296582.883,65.39861065167051,15.021854152288919,7.036874417766399e+17,2292827.955,97.0,0.005832444358864361,85.0,12104.882352941177
DTE1_p97_w100_neutral,1,97,100,neutral,20,18,265591,0,38.33621432955182,61.66378567044817,10598061557850.494,46.26298083954951,15.008625646923504,7.036874417766399e+17,5090876.749999999,97.0,0.0038808402993336247,90.0,14755.055555555555
DTE1_p98_w10_neutral,1,98,10,neutral,20,17,58013,0,5.554812886766759,4.445187113233241,61457771620839.81,123.71364653243843,15.0747986191024,5.629499534213119e+17,161125.68,98.0,0.011101157532951041,85.0,3412.529411764706
DTE1_p98_w20_neutral,1,98,20,neutral,20,17,100995,0,10.267420169315312,9.732579830684688,22296151430754.375,94.93177387914227,15.008625646923509,5.629499534213119e+17,518479.05,98.0,0.006293417005552884,85.0,5940.882352941177
DTE1_p98_w25_neutral,1,98,25,neutral,20,9,2027,0,13.246714356191415,11.753285643808583,347157100038464.06,109.73154362416106,15.048320294523702,7.036874417766399e+17,13425.544999999998,98.0,0.022211256407521782,45.0,225.22222222222223
DTE1_p98_w30_neutral,1,98,30,neutral,20,16,138868,0,14.750160728173515,15.249839271826481,30403870227358.594,83.4862385321101,15.03067484662575,8.444249301319679e+17,1024162.6599999999,98.0,0.006000537672990322,80.0,8679.25
DTE1_p98_w50_neutral,1,98,50,neutral,20,17,191459,0,22.143433476619016,27.856566523380984,22052369701825.37,64.36554898093358,15.021854152288919,7.036874417766399e+17,2119779.815,98.0,0.005598135460112289,85.0,11262.29411764706
DTE1_p98_w100_neutral,1,98,100,neutral,20,18,238254,0,38.355876249716694,61.644123750283306,8860553549677.742,46.520146520146525,15.008625646923504,7.036874417766399e+17,4569220.470000001,98.0,0.0035484799027138665,90.0,13236.333333333334
DTE1_p99_w10_neutral,1,99,10,neutral,20,16,43179,0,5.377866323907456,4.622133676092544,65187933188175.68,110.5263157894737,15.074798619102406,5.629499534213119e+17,116105.445,99.0,0.011343586028326007,80.0,2698.6875
DTE1_p99_w20_neutral,1,99,20,neutral,20,14,68025,0,9.788803381109886,10.211196618890114,561.9011578511995,83.31805682859759,15.008625646923509,199900.0000001819,332941.675,99.0,0.11215236190431,70.0,4858.928571428572
DTE1_p99_w25_neutral,1,99,25,neutral,20,8,1660,0,12.95693373493976,12.04306626506024,423908097456253.25,106.27062706270624,15.048320294523702,7.036874417766399e+17,10754.255000000001,99.0,0.024544034683716635,40.0,207.5
DTE1_p99_w30_neutral,1,99,30,neutral,20,15,85332,0,14.071074743355364,15.928925256644636,474.61399545591104,73.11021350259665,15.030674846625757,299900.0000000597,600356.475,99.0,0.09548101758950887,75.0,5688.8
DTE1_p99_w50_neutral,1,99,50,neutral,20,15,117951,0,21.362447287432918,28.637552712567082,17897790823091.805,59.54052329291641,15.02185415228893,7.036874417766399e+17,1259861.01,99.0,0.005043284821548913,75.0,7863.4
DTE1_p99_w100_neutral,1,99,100,neutral,20,15,131261,0,36.78194894142206,63.21805105857794,5360978827121.449,43.12294260770001,15.008625646923504,7.036874417766399e+17,2414017.7,99.0,0.0027601465767043303,75.0,8750.733333333334
DTE1_p100_w10_neutral,1,100,10,neutral,20,13,16696,0,5.11449209391471,4.88550790608529,67435308268563.336,91.20458891013384,15.074798619102408,5.629499534213119e+17,42695.78,99.5,0.010945151741443613,65.0,1284.3076923076924
DTE1_p100_w20_neutral,1,100,20,neutral,20,11,22061,0,9.29126875481619,10.70873124518381,491.5577466413128,72.41379310344827,15.008625646923512,199900.0000001819,102487.34,99.5,0.10592601707508947,55.00000000000001,2005.5454545454545
DTE1_p100_w25_neutral,1,100,25,neutral,20,9,1783,0,12.052602355580483,12.947397644419517,394664857979387.3,84.77457501847744,15.048320294523702,7.036874417766399e+17,10744.895,99.5,0.023682324543730402,45.0,198.11111111111111
DTE1_p100_w30_neutral,1,100,30,neutral,20,12,25691,0,13.36829006266786,16.63170993733214,417.19518005294447,62.77807921866522,15.030674846625763,149900.00000002986,171722.37,99.5,0.11530103669136693,60.0,2140.9166666666665
DTE1_p100_w50_neutral,1,100,50,neutral,20,15,48408,0,19.868877664848785,30.13112233515122,340.9559613391504,51.285930408472026,15.021854152288933,499900.0000004547,480906.315,99.5,0.05542190822154531,75.0,3227.2
DTE1_p100_w100_neutral,1,100,100,neutral,20,15,45290,0,33.90109781408699,66.098902185913,288.77886744791687,36.6120218579235,15.008625646923516,499900.0000000995,767690.3599999999,99.5,0.057091097655281975,75.0,3019.3333333333335
DTE2_p95_w10_neutral,2,95,10,neutral,17,14,3130,0,5.421530351437699,4.578469648562301,597.4860718655053,110.5263157894737,15.074798619102413,99900.00000001989,8484.695,95.0,0.16896560286656387,82.35294117647058,223.57142857142858
DTE2_p95_w20_neutral,2,95,20,neutral,17,13,6260,0,10.874065495207667,9.125934504792333,89928107575935.84,122.46941045606226,15.008625646923516,5.629499534213119e+17,34035.825,95.0,0.012639003479229836,76.47058823529412,481.53846153846155
DTE2_p95_w25_neutral,2,95,25,neutral,17,11,1367,0,12.984915874177029,12.015084125822971,485.9087694952937,111.14864864864865,15.04832029452364,124899.99999998047,8875.189999999999,95.0,0.1306910752756629,64.70588235294117,124.27272727272727
DTE2_p95_w30_neutral,2,95,30,neutral,17,14,8657,0,15.413905509991913,14.586094490008085,32514147708843.688,99.07100199071002,15.030674846625763,2.814749767106559e+17,66719.09,95.0,0.010747718703135135,82.35294117647058,618.3571428571429
DTE2_p95_w50_neutral,2,95,50,neutral,17,17,22998,0,22.43749804330811,27.56250195669189,61195533679652.14,66.14055949537874,15.021854152288933,7.036874417766399e+17,258008.78999999998,95.0,0.009325656306104784,100.0,1352.8235294117646
DTE2_p95_w100_neutral,2,95,100,neutral,17,16,30962,0,40.07664944125057,59.92335055874943,329.36414658812726,50.33072760072157,15.008625646923518,999899.9999994885,620426.61,95.0,0.050528806884396066,94.11764705882352,1935.125
DTE2_p96_w10_neutral,2,96,10,neutral,17,13,2013,0,5.286661698956781,4.713338301043219,655.2593644084382,103.2520325203252,15.074798619102413,99900.00000001989,5321.025,96.0,0.15763092800372064,76.47058823529412,154.84615384615384
DTE2_p96_w20_neutral,2,96,20,neutral,17,12,3131,0,10.747547109549664,9.252452890450336,670.7917774439443,114.36227224008574,15.008625646923516,199900.00000003978,16825.285,96.0,0.1291717509088016,70.58823529411765,260.9166666666667
DTE2_p96_w25_neutral,2,96,25,neutral,17,11,1387,0,11.22776496034607,13.77223503965393,411.1201899242697,74.09470752089135,15.04832029452364,124899.99999998047,7786.455,96.0,0.10976171565080785,64.70588235294117,126.0909090909091
DTE2_p96_w30_neutral,2,96,30,neutral,17,11,2865,0,14.780750436300176,15.219249563699824,319.39698195022754,92.92604501607721,15.030674846625763,49899.99999999811,21173.425000000003,96.0,0.210893024583292,64.70588235294117,260.45454545454544
DTE2_p96_w50_neutral,2,96,50,neutral,17,17,16847,0,20.642850359114384,29.35714964088562,41769302652229.195,54.27337241592102,15.021854152288933,7.036874417766399e+17,173885.05000000002,96.0,0.00770439803976107,100.0,991.0
DTE2_p96_w100_neutral,2,96,100,neutral,17,14,21985,0,37.95097657493746,62.04902342506254,301.26240555502164,43.10246136233543,15.008625646923516,999899.9999994885,417176.11,96.0,0.04044462132657893,82.35294117647058,1570.357142857143
DTE2_p97_w10_neutral,2,97,10,neutral,17,12,1615,0,5.270557275541795,4.729442724458205,696.5841076742339,103.2520325203252,15.074798619102413,99900.00000001989,4255.974999999999,97.0,0.15283143670757665,70.58823529411765,134.58333333333334
DTE2_p97_w20_neutral,2,97,20,neutral,17,11,2386,0,10.926051969823972,9.073948030176028,692.646725018205,121.36144023363613,15.008625646923516,199900.00000003978,13034.779999999999,97.0,0.12649962651105795,64.70588235294117,216.9090909090909
DTE2_p97_w25_neutral,2,97,25,neutral,17,11,1371,0,11.54395331874544,13.45604668125456,404.25058346179156,79.59770114942528,15.048320294523702,124899.99999998047,7913.379999999999,97.0,0.10835507108182553,64.70588235294117,124.63636363636364
DTE2_p97_w30_neutral,2,97,30,neutral,17,10,2213,0,15.140366018978764,14.85963398102124,348.8984050452458,99.20318725099602,15.030674846625763,49899.99999999811,16752.815000000002,97.0,0.21578297741580543,58.82352941176471,221.3
DTE2_p97_w50_neutral,2,97,50,neutral,17,17,15325,0,19.95393474714519,30.04606525285481,45917614471875.914,48.8095238095238,15.021854152288933,7.036874417766399e+17,152897.02500000002,97.0,0.008077923917275975,100.0,901.4705882352941
DTE2_p97_w100_neutral,2,97,100,neutral,17,14,18688,0,36.58585348886986,63.41414651113014,289.0312831913023,39.120756816917094,15.008625646923516,999899.9999994885,341858.21499999997,97.0,0.03604661766833293,82.35294117647058,1334.857142857143
DTE2_p98_w10_neutral,2,98,10,neutral,17,9,857,0,5.073127187864643,4.926872812135356,604.6357542802721,93.42359767891689,15.074798619102413,99899.99999998437,2173.8349999999996,98.0,0.14624990680319064,52.94117647058824,95.22222222222223
DTE2_p98_w20_neutral,2,98,20,neutral,17,9,1309,0,10.08979373567609,9.910206264323913,433.57083871266354,94.17475728155338,15.008625646923516,99899.99999998437,6603.77,98.0,0.13463291227026963,52.94117647058824,145.44444444444446
